Name,NRIC,Nationality,Age,Gender,Date(s) of Offence,Offence,Time of Offence,Monetary amount involved ,Statutory Provision,Penal Code Term Tenure,Penal Code Fine Guideline,Repeated Offender,Employment Status,Canning ,Jail term,Fine
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Employed,9,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Employed,8,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Unemployed,8,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Employed,8,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Unemployed,9,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Employed,9,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Employed,8,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Employed,8,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Unemployed,8,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Employed,8,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Unemployed,8,1,0.48
Tan Ser Kow,S4567899B,Malaysian,34,Male,12/6/18,Outrage Modesty,5:00:00 pm,,354(1),2,400,Yes,Employed,8,1,0.48
Sze Jie,S3456784S,Singaporean,51,Male,16/9/19,Outrage Modesty,,,354(1),2,500,No,Employed,5,1,0.5
Sze Jie,S3456784S,Singaporean,51,Male,16/9/19,Outrage Modesty,,,354(1),2,500,No,Unemployed,5,1,0.5
Clement Lee,S4567895F,Singaporean,46,Male,3/4/11,Outrage Modesty,,,354(1),2,500,No,Unemployed,4,1,0.5
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,No,Employed,8,1,0.5
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3220,408,15,500,No,Employed,0,2,0.5
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3400,408,15,500,No,Unemployed,0,2,0.5
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3000,408,15,500,No,Unemployed,0,2,0.5
Xin Yi,S3456784L,Singaporean,27,Female,10/9/19,Misappropriation,,2500,"406 , 34",7,500,No,Unemployed,0,2,0.5
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,No,Unemployed,9,1,0.5
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,4100,408,15,500,No,Employed,0,2,0.5
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3430,408,15,500,No,Unemployed,0,2,0.5
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,No,Employed,9,1,0.5
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3890,408,15,500,No,Unemployed,0,2,0.5
Sze Jie,S3456784S,Singaporean,51,Male,16/9/19,Outrage Modesty,,,354(1),2,500,No,Employed,5,1,0.5
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,No,Employed,9,1,0.5
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,No,Unemployed,5,1,0.5
Xin Yi,S3456784L,Singaporean,27,Female,10/9/19,Misappropriation,,3300,"406 , 34",7,500,No,Unemployed,0,2,0.5
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,No,Unemployed,5,1,0.5
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,No,Employed,8,1,0.5
Xin Yi,S3456784L,Singaporean,27,Female,10/9/19,Misappropriation,,3000,"406 , 34",7,500,No,Employed,0,2,0.5
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,No,Employed,5,1,0.5
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,No,Employed,8,1,0.5
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,4000,408,15,500,No,Employed,0,2,0.5
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,2900,408,15,500,No,Employed,0,2,0.5
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,2800,408,15,500,No,Employed,0,2,0.5
Xin Yi,S3456784L,Singaporean,27,Female,10/9/19,Misappropriation,,4000,"406 , 34",7,500,No,Employed,0,2,0.5
Sze Jie,S3456784S,Singaporean,51,Male,16/9/19,Outrage Modesty,,,354(1),2,500,Yes,Unemployed,5,1,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Employed,4,1,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Employed,4,1,0.6
Sze Jie,S3456784S,Singaporean,51,Male,16/9/19,Outrage Modesty,,,354(1),2,500,Yes,Employed,5,1,0.6
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,Yes,Employed,5,1,0.6
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3230,408,15,500,Yes,Unemployed,0,2,0.6
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,Yes,Unemployed,5,1,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Unemployed,4,1,0.6
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,Yes,Unemployed,5,1,0.6
Xin Yi,S3456784L,Singaporean,27,Female,10/9/19,Misappropriation,,3200,"406 , 34",7,500,Yes,Employed,0,2,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Employed,4,1,0.6
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3000,408,15,500,Yes,Unemployed,0,2,0.6
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,Yes,Unemployed,8,1,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Unemployed,4,1,0.6
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3400,408,15,500,Yes,Employed,0,2,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Unemployed,4,1,0.6
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3450,408,15,500,Yes,Employed,0,2,0.6
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,Yes,Employed,5,1,0.6
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,Yes,Employed,5,1,0.6
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3500,408,15,500,Yes,Unemployed,0,2,0.6
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,Yes,Employed,5,1,0.6
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,Yes,Unemployed,5,1,0.6
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,Yes,Employed,5,1,0.6
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,Yes,Employed,9,1,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Unemployed,4,1,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Unemployed,4,1,0.6
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,Yes,Employed,14,1,0.6
Sze Jie,S3456784S,Singaporean,51,Male,16/9/19,Outrage Modesty,,,354(1),2,500,Yes,Unemployed,5,1,0.6
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,Yes,Unemployed,5,1,0.6
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3100,408,15,500,Yes,Employed,0,2,0.6
Sze Jie,S3456784S,Singaporean,51,Male,16/9/19,Outrage Modesty,,,354(1),2,500,Yes,Employed,5,1,0.6
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,Yes,Employed,8,1,0.6
Vincent Loh,S8763456B,Singaporean,44,Male,12/7/18,Outrage Modesty,4:00:00 pm,,354(1),2,500,Yes,Unemployed,5,1,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Unemployed,4,1,0.6
Xin Yi,S3456784L,Singaporean,27,Female,10/9/19,Misappropriation,,2800,"406 , 34",7,500,Yes,Employed,0,2,0.6
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3200,408,15,500,Yes,Unemployed,0,2,0.6
Xin Yi,S3456784L,Singaporean,27,Female,10/9/19,Misappropriation,,3560,"406 , 34",7,500,Yes,Unemployed,0,2,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Unemployed,4,1,0.6
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3000,408,15,500,Yes,Unemployed,0,2,0.6
Derek Goh,S4599589C,Singaporean,34,Male,9/4/18,Outrage Modesty,,,354(1),1,500,Yes,Unemployed,8,1,0.6
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,No,Employed,4,1,0.6
Patrick Gow,G1234589T,Singaporean,67,Male,1/5/13,Misappropriation,,3000,408,15,500,Yes,Employed,0,2,0.6
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,0.5,0.7
Clement Lee,S4567895F,Singaporean,46,Male,3/4/11,Outrage Modesty,,,354(1),2,700,No,Employed,4,1,0.7
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,1,0.7
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,0.5,0.7
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Unemployed,5,0.5,0.7
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,1,0.7
Clement Lee,S4567895F,Singaporean,43,Male,3/4/11,Outrage Modesty,,,354(1),2,700,No,Unemployed,4,1,0.7
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,0.5,0.7
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Unemployed,5,0.5,0.7
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,0.5,0.7
Jia Yong,S3456784L,Singaporean,39,Male,13/9/19,Outrage Modesty,,,354(1),2,700,No,Employed,6,1,0.7
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,1,0.7
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,No,Unemployed,5,1,0.7
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,1,0.7
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,1,0.7
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,0.5,0.7
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,1,0.7
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,1,0.7
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,0.5,0.7
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Employed,5,0.5,0.7
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Unemployed,5,0.5,0.7
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,No,Unemployed,5,0.5,0.7
Jia Yong,S3456784L,Singaporean,39,Male,13/9/19,Outrage Modesty,,,354(1),2,700,No,Employed,6,1,0.7
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Employed,4,1,0.72
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Unemployed,4,1,0.72
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Employed,4,1,0.72
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Employed,4,1,0.72
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Employed,4,1,0.72
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Employed,4,1,0.72
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Employed,4,1,0.72
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Employed,4,1,0.72
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Employed,4,1,0.72
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Employed,4,1,0.72
Krishnan Savana,S8763456C,Malaysian,43,Male,23/4/17,Outrage Modesty,4:00:00 pm,,354(1),2,600,Yes,Unemployed,4,1,0.72
Lem Ah Kim,S3456789C,Singaporean,38,Female,3/5/16,Misappropriation,,5200,408,15,800,No,Employed,0,5,0.8
Lem Ah Kim,S3456789C,Singaporean,38,Female,3/5/16,Misappropriation,,5300,408,15,800,No,Employed,0,5,0.8
Lem Ah Kim,S3456789C,Singaporean,38,Female,3/5/16,Misappropriation,,5000,408,15,800,No,Unemployed,0,5,0.8
Lem Ah Kim,S3456789C,Singaporean,38,Female,3/5/16,Misappropriation,,5200,408,15,800,No,Unemployed,0,5,0.8
Lem Ah Kim,S3456789C,Singaporean,38,Female,3/5/16,Misappropriation,,5000,408,15,800,No,Employed,0,5,0.8
Lem Ah Kim,S3456789C,Singaporean,38,Female,3/5/16,Misappropriation,,5000,408,15,800,No,Unemployed,0,5,0.8
Lem Ah Kim,S3456789C,Singaporean,38,Female,3/5/16,Misappropriation,,5000,408,15,800,No,Employed,0,5,0.8
Lem Ah Kim,S3456789C,Singaporean,38,Female,3/5/16,Misappropriation,,6000,408,15,800,No,Employed,0,5,0.8
Lem Ah Kim,S3456789C,Singaporean,38,Female,3/5/16,Misappropriation,,5400,408,15,800,No,Unemployed,0,5,0.8
Lem Ah Kim,S3456789C,Singaporean,38,Female,3/5/16,Misappropriation,,5400,408,15,800,No,Employed,0,5,0.8
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,0.5,0.84
Jia Yong,S3456784L,Singaporean,39,Male,13/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,6,1,0.84
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,1,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,1,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,1,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,1,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,0.5,0.84
Jia Yong,S3456784L,Singaporean,39,Male,13/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,6,1,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,1,0.84
Jia Yong,S3456784L,Singaporean,39,Male,13/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,6,1,0.84
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,1,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,1,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Lim Swee Kai,S3456789B,Malaysian,46,Male,4/5/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,1,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,0.5,0.84
Randy Tao,S3456784C,Singaporean,29,Male,4/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,5,0.5,0.84
Jia Yong,S3456784L,Singaporean,39,Male,13/9/19,Outrage Modesty,,,354(1),2,700,Yes,Employed,6,1,0.84
Jia Yong,S3456784L,Singaporean,39,Male,13/9/19,Outrage Modesty,,,354(1),2,700,Yes,Unemployed,6,1,0.84
Jia Hao,S3456784L,Singaporean,23,Male,9/9/19,Outrage Modesty,,,354(1),2,900,No,Employed,9,2,0.9
Yi Wei,S3456784Z,Singaporean,47,Male,15/9/19,Misappropriation,,5000,408,15,900,No,Unemployed,0,6,0.9
Hui Jie,S3456784Z,Singaporean,45,Male,11/9/19,Outrage Modesty,,,354(1),2,900,No,Unemployed,9,2,0.9
Jing Yi,S3456784R,Singaporean,43,Female,14/9/19,Misappropriation,,4500,"406 , 34",7,900,No,Employed,0,3,0.9
Jing Yi,S3456784R,Singaporean,43,Female,14/9/19,Misappropriation,,4500,"406 , 34",7,900,No,Unemployed,0,3,0.9
Yi Wei,S3456784Z,Singaporean,47,Male,15/9/19,Misappropriation,,5000,408,15,900,No,Employed,0,6,0.9
Yi Wei,S3456784Z,Singaporean,47,Male,15/9/19,Misappropriation,,5000,408,15,900,No,Unemployed,0,6,0.9
Hui Jie,S3456784Z,Singaporean,34,Male,11/9/19,Outrage Modesty,,,354(1),2,900,No,Unemployed,9,2,0.9
Clement Lee,S4567895F,Singaporean,54,Male,3/4/11,Outrage Modesty,,,354(1),2,900,No,Unemployed,5,1,0.9
Jia Hao,S3456784L,Singaporean,23,Male,9/9/19,Outrage Modesty,,,354(1),2,900,No,Employed,8,2,0.9
